Name,url
James Rodríguez FIFA 13,/player/198710/james-rodr%C3%ADguez/fifa13/
Holger Badstuber FIFA 13,/player/192620/holger-badstuber/fifa13/
Stephan El Shaarawy FIFA 13,/player/190813/stephan-el-shaarawy/fifa13/
Jack Wilshere FIFA 13,/player/189461/jack-wilshere/fifa13/
Jordi Alba FIFA 13,/player/189332/jordi-alba/fifa13/
Oscar FIFA 13,/player/188152/oscar/fifa13/
İlkay Gündoğan FIFA 13,/player/186942/i-lkay-g%C3%BCndo%C4%9Fan/fifa13/
Neven Subotić FIFA 13,/player/183556/neven-suboti%C4%87/fifa13/
Aurélien Chedjou FIFA 13,/player/183284/aur%C3%A9lien-chedjou/fifa13/
Diego Godín FIFA 13,/player/182493/diego-god%C3%ADn/fifa13/
Willian FIFA 13,/player/180403/willian/fifa13/
Benedikt Höwedes FIFA 13,/player/179784/benedikt-h%C3%B6wedes/fifa13/
Óscar Cardozo FIFA 13,/player/179752/%C3%B3scar-cardozo/fifa13/
Javier Hernández FIFA 13,/player/178224/javier-hern%C3%A1ndez/fifa13/
Rui Patrício FIFA 13,/player/178005/rui-patr%C3%ADcio/fifa13/
Beñat FIFA 13,/player/177600/be%C3%B1at/fifa13/
Medhi Benatia FIFA 13,/player/177509/medhi-benatia/fifa13/
Lars Bender FIFA 13,/player/177457/lars-bender/fifa13/
Mathieu Valbuena FIFA 13,/player/177326/mathieu-valbuena/fifa13/
Demba Ba FIFA 13,/player/177134/demba-ba/fifa13/
Bryan Ruíz FIFA 13,/player/176949/bryan-ru%C3%ADz/fifa13/
Marcelo FIFA 13,/player/176676/marcelo/fifa13/
Łukasz Piszczek FIFA 13,/player/173771/%C5%82ukasz-piszczek/fifa13/
Jan Vertonghen FIFA 13,/player/172871/jan-vertonghen/fifa13/
Ezequiel Garay FIFA 13,/player/170481/ezequiel-garay/fifa13/
Erik Lamela FIFA 13,/player/170368/erik-lamela/fifa13/
Fredy Guarín FIFA 13,/player/169051/fredy-guar%C3%ADn/fifa13/
Stéphane Ruffier FIFA 13,/player/167628/st%C3%A9phane-ruffier/fifa13/
Martin Škrtel FIFA 13,/player/166706/martin-%C5%A1krtel/fifa13/
Mbark Boussoufa FIFA 13,/player/164435/mbark-boussoufa/fifa13/
Leighton Baines FIFA 13,/player/163631/leighton-baines/fifa13/
Giuseppe Rossi FIFA 13,/player/162409/giuseppe-rossi/fifa13/
Fabio Quagliarella FIFA 13,/player/159261/fabio-quagliarella/fifa13/
Gökhan Inler FIFA 13,/player/158810/g%C3%B6khan-inler/fifa13/
Rodrigo Palacio FIFA 13,/player/152999/rodrigo-palacio/fifa13/
Ashley Young FIFA 13,/player/152908/ashley-young/fifa13/
Rio Antonio Mavuba FIFA 13,/player/150656/rio-antonio-mavuba/fifa13/
Diego López FIFA 13,/player/146748/diego-l%C3%B3pez/fifa13/
Giampaolo Pazzini FIFA 13,/player/137361/giampaolo-pazzini/fifa13/
Jefferson FIFA 13,/player/135377/jefferson/fifa13/
Jérémy Toulalan FIFA 13,/player/112253/j%C3%A9r%C3%A9my-toulalan/fifa13/
Cristian Ledesma FIFA 13,/player/52797/cristian-ledesma/fifa13/
Patrice Evra FIFA 13,/player/52091/patrice-evra/fifa13/
Jermain Defoe FIFA 13,/player/50542/jermain-defoe/fifa13/
Fernando Torres FIFA 13,/player/49369/fernando-torres/fifa13/
Joaquín FIFA 13,/player/45186/joaqu%C3%ADn/fifa13/
Mikel Arteta FIFA 13,/player/45119/mikel-arteta/fifa13/
Dimitar Berbatov FIFA 13,/player/30110/dimitar-berbatov/fifa13/
Ronaldinho FIFA 13,/player/28130/ronaldinho/fifa13/
Michael Carrick FIFA 13,/player/21146/michael-carrick/fifa13/
Mickaël Landreau FIFA 13,/player/3813/micka%C3%ABl-landreau/fifa13/
Roman Weidenfeller FIFA 13,/player/2196/roman-weidenfeller/fifa13/
Clarence Seedorf FIFA 13,/player/1256/clarence-seedorf/fifa13/
Francesco Totti FIFA 13,/player/1238/francesco-totti/fifa13/
Luis Barrogios FIFA 13,/player/209100/luis-barrogios/fifa13/
Raphaël Varane FIFA 13,/player/201535/rapha%C3%ABl-varane/fifa13/
De Gea FIFA 13,/player/193080/de-gea/fifa13/
Javier Pastore FIFA 13,/player/191180/javier-pastore/fifa13/
Sandro FIFA 13,/player/190782/sandro/fifa13/
Christian Eriksen FIFA 13,/player/190460/christian-eriksen/fifa13/
Seydou Doumbia FIFA 13,/player/188428/seydou-doumbia/fifa13/
Onur Recep Kıvrak FIFA 13,/player/186953/onur-recep-k%C4%B1vrak/fifa13/
Keisuke Honda FIFA 13,/player/186581/keisuke-honda/fifa13/
Luiz Gustavo FIFA 13,/player/185221/luiz-gustavo/fifa13/
Ramires FIFA 13,/player/184943/ramires/fifa13/
Sofiane Feghouli FIFA 13,/player/184881/sofiane-feghouli/fifa13/
Leonardo Bonucci FIFA 13,/player/184344/leonardo-bonucci/fifa13/
Nico Gaitán FIFA 13,/player/184144/nico-gait%C3%A1n/fifa13/
Mamadou Sakho FIFA 13,/player/183285/mamadou-sakho/fifa13/
Martín Cáceres FIFA 13,/player/182495/mart%C3%ADn-c%C3%A1ceres/fifa13/
Fernando Muslera FIFA 13,/player/182494/fernando-muslera/fifa13/
Andrea Ranocchia FIFA 13,/player/182168/andrea-ranocchia/fifa13/
Diego Costa FIFA 13,/player/179844/diego-costa/fifa13/
Miguel Veloso FIFA 13,/player/178007/miguel-veloso/fifa13/
Papiss Demba Cissé FIFA 13,/player/177765/papiss-demba-ciss%C3%A9/fifa13/
Sven Bender FIFA 13,/player/177458/sven-bender/fifa13/
Axel Witsel FIFA 13,/player/177413/axel-witsel/fifa13/
Dimitri Payet FIFA 13,/player/177388/dimitri-payet/fifa13/
Jonas FIFA 13,/player/176769/jonas/fifa13/
André Ayew FIFA 13,/player/176571/andr%C3%A9-ayew/fifa13/
Lucas Leiva FIFA 13,/player/176266/lucas-leiva/fifa13/
Antonio Candreva FIFA 13,/player/173221/antonio-candreva/fifa13/
Domenico Criscito FIFA 13,/player/173208/domenico-criscito/fifa13/
Blaise Matuidi FIFA 13,/player/170890/blaise-matuidi/fifa13/
Nuri Şahin FIFA 13,/player/170797/nuri-%C5%9Fahin/fifa13/
Carlos Vela FIFA 13,/player/169416/carlos-vela/fifa13/
Yohan Cabaye FIFA 13,/player/167943/yohan-cabaye/fifa13/
Danilo FIFA 13,/player/166072/danilo/fifa13/
Diego Alves FIFA 13,/player/165580/diego-alves/fifa13/
Laurent Koscielny FIFA 13,/player/165229/laurent-koscielny/fifa13/
Jakub Błaszczykowski FIFA 13,/player/164994/jakub-b%C5%82aszczykowski/fifa13/
Theo Walcott FIFA 13,/player/164859/theo-walcott/fifa13/
Filipe Luís FIFA 13,/player/164169/filipe-lu%C3%ADs/fifa13/
Stéphane Sessègnon FIFA 13,/player/163699/st%C3%A9phane-sess%C3%A8gnon/fifa13/
Moussa Dembélé FIFA 13,/player/162240/moussa-demb%C3%A9l%C3%A9/fifa13/
Hatem Ben Arfa FIFA 13,/player/161648/hatem-ben-arfa/fifa13/
Fred FIFA 13,/player/160774/fred/fifa13/
Bafétimbi Gomis FIFA 13,/player/159145/baf%C3%A9timbi-gomis/fifa13/
Thomas Vermaelen FIFA 13,/player/157304/thomas-vermaelen/fifa13/
Gaël Clichy FIFA 13,/player/152554/ga%C3%ABl-clichy/fifa13/
Lukas Podolski FIFA 13,/player/150516/lukas-podolski/fifa13/
Christian Maggio FIFA 13,/player/149184/christian-maggio/fifa13/
Igor Denisov FIFA 13,/player/147782/igor-denisov/fifa13/
Pablo Zabaleta FIFA 13,/player/142784/pablo-zabaleta/fifa13/
Lucho González FIFA 13,/player/142750/lucho-gonz%C3%A1lez/fifa13/
Michel Bastos FIFA 13,/player/139843/michel-bastos/fifa13/
Helton FIFA 13,/player/139094/helton/fifa13/
Joleon Lescott FIFA 13,/player/138726/joleon-lescott/fifa13/
James Milner FIFA 13,/player/138412/james-milner/fifa13/
Bruno Alves FIFA 13,/player/138110/bruno-alves/fifa13/
Vágner Love FIFA 13,/player/137809/v%C3%A1gner-love/fifa13/
Michel Vorm FIFA 13,/player/137677/michel-vorm/fifa13/
Alex FIFA 13,/player/135460/alex/fifa13/
Selçuk İnan FIFA 13,/player/124607/sel%C3%A7uk-i-nan/fifa13/
Burak Yılmaz FIFA 13,/player/124375/burak-y%C4%B1lmaz/fifa13/
Hugo Campagnaro FIFA 13,/player/123603/hugo-campagnaro/fifa13/
Cédric Carrasso FIFA 13,/player/116494/c%C3%A9dric-carrasso/fifa13/
Stephan Lichtsteiner FIFA 13,/player/108080/stephan-lichtsteiner/fifa13/
Alberto Aquilani FIFA 13,/player/103935/alberto-aquilani/fifa13/
Nigel de Jong FIFA 13,/player/53578/nigel-de-jong/fifa13/
Fabrizio Miccoli FIFA 13,/player/53116/fabrizio-miccoli/fifa13/
Darren Bent FIFA 13,/player/50598/darren-bent/fifa13/
